Name,About,URL,Publication Type,Sector,Purpose,,TAGS,Digital Harms Addressed,TechFocus,,Sponsoring Org,,Author(s)/Editors,Audience,,Working group,License,Volume Frequency,Version or Edition,Date,,Status,,,,Jurisdiction,,,,Github Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_IEC_Guide_98-3_2008(E),"Uncertainty of measurement -- Part 3, Guide to the expression of uncertainty in measurement (GUM,1995)",https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_IEC_Guide_98%2D3_2008_Suppl_1_2008_Cor_1_2009%28E%29.pdf?nodeid=8389272&vernum=-2,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_IEC_Guide_98-3_2008_Suppl_1_2008_Cor_1_2009(E),Uncertainty of measurement Part 3: Guide to the expression of uncertainty in measurement (GUM:1995) Supplement 1: Propagation of distributions using a Monte Carlo method ,https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_IEC_Guide_98%2D3_2008_Suppl_1_2008%28E%29_%2D_Propagation_of_distributions_using_a_Monte_Carlo_method.pdf?nodeid=8388293&vernum=-2,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_IEC_Guide_98-3_2008_Suppl_1_2008(E),Propagation of distributions using a Monte Carlo method,https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_IEC_Guide_98%2D3_2008_Suppl_1_2008%28E%29_%2D_Propagation_of_distributions_using_a_Monte_Carlo_method.pdf?nodeid=8388293&vernum=-2,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_IEC_Guide_98-3_2008_Suppl_2_2011(E),Extension to any number of output quantities,https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_IEC_Guide_98%2D3_2008_Suppl_2_2011%28E%29_%2D_Extension_to_any_number_of_output_quantities.pdf?nodeid=11650198&vernum=-2,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_IEC_Guide_98-4_2012(E),"Uncertainty of measurement -- Part 4, Role of measurement uncertainty in conformity assessment",https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_IEC_Guide_98%2D4_2012%28E%29_%2D_Uncertainty_of_measurement_%2D%2D_Part_4%2C_Role_of_measurement_uncertainty_in_conformity_assessment.pdf?nodeid=14831662&vernum=-2,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_IEC_Guide_99_2007_(Bilingual),International vocabulary of metrology -- Basic and general conceptsand associated terms (VIM),https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_IEC_Guide_99_2007_%28Bilingual%29_%2D_International_vocabulary_of_metrology_%2D%2D_Basic_and_general_concepts_and_associated_terms_%28VIM%29.pdf?nodeid=8389169&vernum=-2,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Usable Privacy Policy - Publications,,https://usableprivacy.org/publications,,,,,"Publications, Parent",,,,The Usable Privacy Policy Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Conference on Empirical Methods in Natural Language Processing (EMNLP 2019),"Nov 2019 Hong Kong, China",https://usableprivacy.org/static/files/ravichander_emnlp_2019.pdf,,,,,,,,,The Usable Privacy Policy Project,,Abhilasha Ravichander: Alan W Black: Shomir Wilson: Thomas Norton: Norman Sadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An Empirical Analysis of Data Deletion and Opt-Out Choices on 150 Websites,"Fifteenth Symposium on Usable Privacy and Security (SOUPS 2019), Aug 2019",https://www.usenix.org/conference/soups2019/presentation/habib,,,,,,,,,The Usable Privacy Policy Project,,Hana Habib: Yixin Zou: Aditi Jannu: Neha Sridhar: Chelse Swoopes: Alessandro Acquisti: Lorrie Faith Cranor: Norman Sadeh: Florian Schaub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural Language Processing for Mobile App Privacy Compliance,"AAAI Spring Symposium on Privacy Enhancing AI and Language Technologies (PAL 2019), Mar 2019",https://usableprivacy.org/static/files/story_pal_2019.pdf,,,,,,,,,The Usable Privacy Policy Project,,Peter Story: Sebastian Zimmeck: Abhilasha Ravichander: Daniel Smullen: Ziqi Wang: Joel Reidenberg: N. Cameron Russell: Norman Sadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quantifying the Effect of In-Domain Distributed Word Representations: A Study of Privacy Policies,"AAAI Spring Symposium on Privacy Enhancing AI and Language Technologies (PAL 2019), Mar 2019",https://usableprivacy.org/static/files/kumar_pal_2019.pdf,,,,,,,,,The Usable Privacy Policy Project,,Vinayshekhar Bannihatti Kumar: Abhilasha Ravichander: Peter Story: and Norman Sadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Challenges in Automated Question Answering for Privacy Policies,"AAAI Spring Symposium on Privacy Enhancing AI and Language Technologies (PAL 2019), Mar 2019",https://usableprivacy.org/static/files/ravichander_pal_2019.pdf,,,,,,,,,The Usable Privacy Policy Project,,Abhilasha Ravichander: Alan Black: Eduard Hovy: Joel Reidenberg: N. Cameron Russell: Norman Sadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trustworthy Privacy Indicators: Grades, Labels, Certifications and Dashboards","Washington University Law Review, 96, 6, Feb 2019",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3342747,,,,,,,,,The Usable Privacy Policy Project,,Reidenberg: Joel R. and Russell: N. Cameron and Herta: Vlad and Sierra-Rocafort: William and Norton: Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIs and Your Privacy,Jan 2019,https://usableprivacy.org/static/files/CLIP_UMSI_APIs_and_Your_Privacy.pdf,,,,,,,,,The Usable Privacy Policy Project,,N. Cameron Russell: Florian Schaub: Allison McDonald: William Sierra-Rocafort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analyzing Privacy Policies at Scale: From Crowdsourcing to Automated Annotations,"ACM Transactions on the Web, 13, 1, Dec 2018",https://usableprivacy.org/static/files/swilson_tweb_2018.pdf,,,,,,,,,The Usable Privacy Policy Project,,Shomir Wilson: Florian Schaub: Frederick Liu: Kanthashree Mysore Sathyendra: Daniel Smullen: Sebastian Zimmeck: Rohan Ramanath: Peter Story: Fei Liu: Norman Sadeh: Noah A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polisis: Automated Analysis and Presentation of Privacy Policies Using Deep Learning,"USENIX Security Symposium 2018, Aug 2018",,,,,,,,,,The Usable Privacy Policy Project,,Hamza Harkous: Kassem Fawaz: Rémi Lebret: Florian Schaub: Kang G. Shin: Karl Aberer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which Apps have Privacy Policies?,"Annual Privacy Forum, Jun 2018",https://usableprivacy.org/static/files/Story_APF_2018.pdf,,,,,,,,,The Usable Privacy Policy Project,,Peter Story: Sebastian Zimmeck: Norman Sadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Towards Automatic Classification of Privacy Policy Text,"Carnegie Mellon University Technical Report CMU‐ISR‐17‐118R and CMU‐LTI‐17‐010, Institute for Software Research and Language Technologies Institute, School of Computer Science, Jun 2018",https://usableprivacy.org/static/files/CMU-ISR-17-118R.pdf,,,,,,,,,The Usable Privacy Policy Project,,Frederick Liu: Shomir Wilson: Peter Story: Sebastian Zimmeck: Norman Sadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An Empirical Analysis of Online Consent and Opt-Out Experience,"PLSC ’18: Privacy Law Scholars Conference, May 2018",,,,,,,,,,The Usable Privacy Policy Project,,H. Habib: Y. Zou: C. Swoopes: A. Jannu: L.F. Cranor: F. Schaub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An Empirical Analysis of Website Data Deletion and Opt-Out Choices,"CHI 2018 Workshop on General Data Protection Regulation: An Opportunity for the HCI Community?, Apr 2018",https://uploads-ssl.webflow.com/5a2007a24a11ce000164d272/5ac8833b99758e1fbb1e21e0_chi-2018-opt.pdf,,,,,,,,,The Usable Privacy Policy Project,,H. Habib: Y. Zou: A. Jannu: C. Swoopes: A. Acquisti: L.F. Cranor: N. Sadeh: F. Schaub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which Apps have Privacy Policies?,"Carnegie Mellon University Technical Report CMU-ISR-18-100R, Institute for Software Research, School of Computer Science, Feb 2018",https://usableprivacy.org/static/files/CMU-ISR-18-100R.pdf,,,,,,,,,The Usable Privacy Policy Project,,Peter Story: Sebastian Zimmeck: Norman Sadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which Apps have Privacy Policies?,"FTC PrivacyCon, Feb 2018 Poster",https://usableprivacy.org/static/files/Which-Apps-have-Privacy-Policies-Poster.pdf,,,,,,,,,The Usable Privacy Policy Project,,Peter Story: Sebastian Zimmeck: Norman Sadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrivOnto: A Semantic Framework for the Analysis of Privacy Policies,"Semantic Web, 9, 2, Jan 2018",http://content.iospress.com/articles/semantic-web/sw283?resultNumber=1&totalResults=54&start=0&q=Oltramari&resultsPageSize=10&rows=10,,,,,,,,,The Usable Privacy Policy Project,,A. Oltramari: D. Piraviperumal: F. Schaub: S. Wilson: S. Cherivirala: T.B. Norton: N.C. Russell: P. Story: J. Reidenberg: N. Sadeh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helping Users Understand Privacy Notices with Automated Question Answering Functionality: An Exploratory Study,"Carnegie Mellon University Technical Report CMU-ISR-17-114R and CMU-LTI-17-005, Institute for Software Research and Language Technologies Institute, School of Computer Science, Dec 2017",https://usableprivacy.org/static/files/CMU-ISR-17-114R.pdf,,,,,,,,,The Usable Privacy Policy Project,,Kanthashree Mysore Sathyendra: Abhilasha Ravichander: Peter Garth Story: Alan W Black: Norman Sadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nudges for Privacy and Security,"ACM Computing Surveys (CSUR), 50, 3, Oct 2017",https://dl.acm.org/citation.cfm?id=3054926,,,,,,,,,The Usable Privacy Policy Project,,A. Acquisti: M. Sleeper: Y. Wang: S. Wilson: I. Adjerid: R. Balebako: L. Brandimarte: L. F. Cranor: S. Komanduri: P. G. Leon: N. Sadeh: F. Schaub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Identifying the Provision of Choices in Privacy Policy Text,"Conference on Empirical Methods in Natural Language Processing (EMNLP), Copenhagen, Denmark, Sep 2017",https://usableprivacy.org/static/files/ksathyendra_acl_2017.pdf,,,,,,,,,The Usable Privacy Policy Project,,Kanthashree Mysore Sathyendra: Shomir Wilson: Florian Schaub: Sebastian Zimmeck: and Norman Sadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increasing the Salience of Data Use Opt-Outs Online,"SOUPS ’17: Symposium on Usable Privacy and Security, USENIX, Jul 2017 Poster",https://www.usenix.org/sites/default/files/soups17_poster_nisai.pdf,,,,,,,,,The Usable Privacy Policy Project,,N. Nisal: S.K. Cherivirala: K.M. Sathyendra: M. Hagan: F. Schaub: S. Wilson: L.F. Cranor: N. Sadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mobile App Privacy Compliance: Automated Technology to Help Regulators, App Stores and Developers","SOUPS ’17: Symposium on Usable Privacy and Security, USENIX, Jul 2017 Poster",https://www.usenix.org/sites/default/files/soups17_poster-zimmeck.pdf,,,,,,,,,The Usable Privacy Policy Project,,S. Zimmeck: Z. Wang: L. Zou: R. Iyengar: B. Liu: F. Schaub: S. Wilson: N. Sadeh: S.M. Bellovin: J.R. Reidenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Data Purpose Case Study of Privacy Policies,"25th IEEE International Requirements Engineering Conference, RE:Next! Track, Lisbon, Portugal, Jun 2017",,,,,,,,,,The Usable Privacy Policy Project,,Jaspreet Bhatia: Travis D. Breaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An Evaluation of Constituency-based Hyponymy Extraction from Privacy Policies,"25th IEEE International Requirements Engineering Conference (RE'17), Lisbon, Portugal, Jun 2017",,,,,,,,,,The Usable Privacy Policy Project,,M. C. Evans: J. Bhatia: S. Wadkar: T. D. Breaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pribot: A Chatbot for Privacy Policies,"SwissText ’17: 2nd Swiss Text Analytics Conference, Jun 2017 Demo",https://www.youtube.com/watch?v=In-UovK50wo,,,,,,,,,The Usable Privacy Policy Project,,H. Harkous: K. Fawaz: R. Lebret: F. Schaub: K.G. Shin: K. Aberer,,,,,,,,,,,,,,,,,,https://www.swisstext.org/docs/2017/Presentation/harkous/swisstext_pribot_hamza_harkous_public.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designing Effective Privacy Notices and Controls,"IEEE Internet Computing, 21, 3, May 2017",https://doi.org/10.1109/MIC.2017.75,,,,,,,,,The Usable Privacy Policy Project,,F. Schaub: R. Balebako: L.F. Cranor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Automated Analysis of Privacy Requirements for Mobile Apps,"NDSS'17: Network and Distributed System Security Symposium, Feb 2017",https://usableprivacy.org/files/news/NDSS17.pdf,,,,,,,,,The Usable Privacy Policy Project,,S. Zimmeck: Z. Wang: L. Zou: R. Iyengar: B. Liu: F. Schaub: S. Wilson: N. Sadeh: S.M. Bellovin: J.R. Reidenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research & Briefings,,https://bigbrotherwatch.org.uk/research-briefings/,letter: legal document: Report,government,,,"Publications, Parent",,,,Big Brother Watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Strip Searches: The police’s data investigations of victims (July 2019),,https://bigbrotherwatch.org.uk/wp-content/uploads/2019/07/Digital-Strip-Searches-Final.pdf,Report,government,,,Research & Briefings,,,,Big Brother Watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The State of Surveillance 2018,,https://bigbrotherwatch.org.uk/wp-content/uploads/2018/09/The-State-of-Surveillance-in-2018.pdf,Report,government,,,Research & Briefings,,,,Big Brother Watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FaceOff: The Lawless Growth of Facial Recognition in UK Policing (2018),,https://bigbrotherwatch.org.uk/wp-content/uploads/2018/05/Face-Off-final-digital-1.pdf,Report,government,,,Research & Briefings,,,,Big Brother Watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyber attacks in local authorities (2018),,https://bigbrotherwatch.org.uk/wp-content/uploads/2018/02/Cyber-attacks-in-local-authorities.pdf,Report,government,,,Research & Briefings,,,,Big Brother Watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police Access to Digital Evidence (2017),,https://bigbrotherwatch.org.uk/wp-content/uploads/2017/11/Police-Access-to-Digital-Evidence-1.pdf,Report,government,,,Research & Briefings,,,,Big Brother Watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smile you’re on Body Worn Camera, Part 2 – Police (2017)",,https://bigbrotherwatch.org.uk/wp-content/uploads/2017/08/Smile-Youre-on-Body-Worn-Camera-Part-II-Police-II.pdf,Report,government,,,Research & Briefings,,,,Big Brother Watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
